Documento;Fecha;Doc.-nro. interno;Establecimiento;Labor;Descripción;Fechaejecucion
Orden de Trabajo;2019-09-17;OT - 313;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-09-17;OT - 314;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-10-17;OT - 321;LA GAMA;Pulverización Terrestre;subir dosis en la HERRADURA DE LOMA del lote, en donde hay alta carga de Pappophorum, sulfosato aumentar a 3,6 lts/ha y cletodim aumentar a 1 lt/ha;
Orden de Trabajo;2019-10-17;OT - 322;LA GAMA;Pulverización Terrestre;subir dosis en la HERRADURA DE LOMA del lote, en donde hay alta carga de Pappophorum, sulfosato aumentar a 3,6 lts/ha y cletodim aumentar a 1 lt/ha;
Orden de Trabajo;2019-10-17;OT - 323;LA GAMA;Pulverización Terrestre;subir dosis en la COSTAS, CABECERAS Y BORDURAS DE MEDANOS, en donde hay alta carga de Pappophorum, sulfosato aumentar a 3,6 lts/ha y cletodim aumentar a 1 lt/ha;
Orden de Trabajo;2019-10-17;OT - 324;LA GAMA;Pulverización Terrestre;sector OESTE del lote que no se ha pulverizado previamente.;
Orden de Trabajo;2019-10-17;OT - 325;LA GAMA;Pulverización Terrestre;sector del lote que no se ha pulverizado previamente. REVISAR ESQUEMA.;
Orden de Trabajo;2019-10-18;OT - 333;LA GAMA;Pulverización Terrestre;ultimo en prioridad de pulverizacion-antes de pulverizar avisar a emiliana y marcos lucero;
Orden de Trabajo;2019-10-18;OT - 334;LA GAMA;Pulverización Terrestre;UNA VUELTA AL LOTE EN CABECERA, CON CLETODIM 1LT/HA +2,4D 0,8 LTS/HA. VER ESQUEMA.;
Orden de Trabajo;2019-10-18;OT - 335;LA GAMA;Pulverización Terrestre;PULVERIZACIONES EN CABECERA CON CLETODIM 1LTS/HA +2,4D 0.8 LTS/HA. VER ESQUEMA. ;
Orden de Trabajo;2019-10-18;OT - 336;LA GAMA;Pulverización Terrestre;PULVERIZACION EN CABECERA CON CLETODIM 1 LTS/HA Y 2,4D 0.8 LT/HA. VER ESQUEMA. ;
Orden de Trabajo;2019-10-19;OT - 338;LA GAMA;Pulverización Terrestre;pulverizar una vuelta al lote y costas incluyendo los sectores recuperados. VER ESQUEMA.;
Orden de Trabajo;2019-10-19;OT - 339;LA GAMA;Pulverización Terrestre;pulverizar COSTA ESTE con centeno. VER ESQUEMA.;
Orden de Trabajo;2019-10-23;OT - 342;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-10-18;OT - 352;LA GAMA;Pulverización Terrestre;OT 337. ;
Orden de Trabajo;2019-11-01;OT - 353;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-01;OT - 358;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-01;OT - 359;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-02;OT - 360;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 48000 SEMILLAS/HA. REVISAR DENSIDADES VARIABLES QUE LUCERO CARGUE EN LAS MAQUINAS SEMBRADORAS. SEMBRAR TESTIGO INDIGO - VER CON AUGUSTO.;
Orden de Trabajo;2019-11-02;OT - 361;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 48000 SEMILLAS/HA. REVISAR DENSIDADES VARIABLES QUE LUCERO CARGUE EN LAS MAQUINAS SEMBRADORAS. SEMBRAR TESTIGO INDIGO - VER CON AUGUSTO.;
Orden de Trabajo;2019-11-01;OT - 364;LA GAMA;Pulverización Terrestre;considerar las has de laboreo como totales del lote. caudal 80 lts/ha;
Orden de Trabajo;2019-11-01;OT - 365;LA GAMA;Pulverización Terrestre;considerar las has de laboreo como totales del lote. caudal 80 lts/ha;
Orden de Trabajo;2019-11-05;OT - 366;LA GAMA;Pulverización Terrestre;en conjunto con ot 333;
Orden de Trabajo;2019-11-05;OT - 367;LA GAMA;Pulverización Terrestre;en conjunto con ot 335;
Orden de Trabajo;2019-11-05;OT - 368;LA GAMA;Pulverización Terrestre;en conjunto con ot 336;
Orden de Trabajo;2019-11-05;OT - 369;LA GAMA;Pulverización Terrestre;en conjunto con ot 334;
Orden de Trabajo;2019-11-05;OT - 370;LA GAMA;Pulverización Terrestre;en conjunto con ot 323;
Orden de Trabajo;2019-11-05;OT - 371;LA GAMA;Pulverización Terrestre;en conjunto con ot 321;
Orden de Trabajo;2019-11-01;OT - 390;LA GAMA;Pulverización Terrestre;LOTE 8W. considerar las has de laboreo como totales del lote. caudal 80 lts/ha ;
Orden de Trabajo;2019-11-01;OT - 391;LA GAMA;Pulverización Terrestre;LOTE 8W. considerar las has de laboreo como totales del lote. caudal 80 lts/ha;
Orden de Trabajo;2019-11-06;OT - 392;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis inoculante 1 vejiga/1000 kgs de semilla. VER LA SUPERFICIE TESTIGO INDIGO CON AUGUSTO A REALIZAR EN ESTE LOTE. Completar con los totales REALES que se utilizaron de BioEnsure+polimero, descontando la superficie testigo.;
Orden de Trabajo;2019-11-06;OT - 393;LA GAMA;Pulverización Terrestre;caudal de agua sugerido 80 lts/ha;
Orden de Trabajo;2019-11-06;OT - 394;LA GAMA;Pulverización Terrestre;caudal de agua sugerido 80 lts/ha;
Orden de Trabajo;2019-11-06;OT - 395;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis inoculante 1 vejiga/1000 kgs de semilla. VER LA SUPERFICIE TESTIGO INDIGO CON AUGUSTO A REALIZAR EN ESTE LOTE. Completar con los totales REALES que se utilizaron de BioEnsure+polimero, descontando la superficie testigo.;
Orden de Trabajo;2019-11-02;OT - 396;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 36600 SEMILLAS/HA. REVISAR DENSIDADES VARIABLES QUE LUCERO CARGUE EN LAS MAQUINAS SEMBRADORAS. SEMBRAR TESTIGO INDIGO - VER CON AUGUSTO. HIBRIDO VALIA 92.;
Orden de Trabajo;2019-11-08;OT - 398;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis inoculante 1 vejiga/1000 kgs de semilla. VER LA SUPERFICIE TESTIGO INDIGO CON AUGUSTO A REALIZAR EN ESTE LOTE. Completar con los totales REALES que se utilizaron de BioEnsure+polimero, descontando la superficie testigo.;
Orden de Trabajo;2019-11-08;OT - 399;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis inoculante 1 vejiga/1000 kgs de semilla. VER LA SUPERFICIE TESTIGO INDIGO CON AUGUSTO A REALIZAR EN ESTE LOTE. Completar con los totales REALES que se utilizaron de BioEnsure+polimero, descontando la superficie testigo.;
Orden de Trabajo;2019-11-08;OT - 400;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis inoculante 1 vejiga/1000 kgs de semilla. VER LA SUPERFICIE TESTIGO INDIGO CON AUGUSTO A REALIZAR EN ESTE LOTE. Completar con los totales REALES que se utilizaron de BioEnsure+polimero, descontando la superficie testigo.;
Orden de Trabajo;2019-11-01;OT - 402;LA GAMA;Pulverización Terrestre;LOTE 8W. considerar las has de laboreo como totales del lote. caudal 80 lts/ha;
Orden de Trabajo;2019-11-13;OT - 403;LA GAMA;Siembra De Grano Grueso Sin Fertilización;densidad 49600 plantas/ha - considerar testigos indigo. VER DENSIDADES FINALES CON LUCERO.;
Orden de Trabajo;2019-11-13;OT - 404;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48600 plantas/ha - considerar testigos indigo. VER DENSIDADES FINALES CON LUCERO.;
Orden de Trabajo;2019-11-13;OT - 414;LA GAMA;Pulverización Terrestre;caudal de agua 80 lts/ha  sugerido;
Orden de Trabajo;2019-11-13;OT - 416;LA GAMA;Pulverización Terrestre;cuadrante extremo 40 has;
Orden de Trabajo;2019-11-13;OT - 417;LA GAMA;Pulverización Terrestre;cuadrante extremo 40 has;
Orden de Trabajo;2019-11-06;OT - 419;LA GAMA;Pulverización Terrestre;caudal de agua sugerido 80 lts/ha;
Orden de Trabajo;2019-11-08;OT - 420;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis inoculante 1 vejiga/1000 kgs de semilla. VER LA SUPERFICIE TESTIGO INDIGO CON AUGUSTO A REALIZAR EN ESTE LOTE. Completar con los totales REALES que se utilizaron de BioEnsure+polimero, descontando la superficie testigo.;
Orden de Trabajo;2019-11-19;OT - 442;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. cantidad total de urea a definir. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-19;OT - 443;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. cantidad total de urea a definir. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-19;OT - 444;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. cantidad total de urea a definir. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-19;OT - 445;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-19;OT - 446;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-23;OT - 451;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-24;OT - 452;LA GAMA;Pulverización Terrestre;SUBIR DOSIS EN EL SECTOR SUR, DISMINUIR EN EL SECTOR NORTE - VER CON AUGUSTO;
Orden de Trabajo;2019-11-24;OT - 453;LA GAMA;Siembra De Grano Grueso Sin Fertilización;siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-25;OT - 470;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-28;OT - 476;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-28;OT - 477;LA GAMA;Pulverización Terrestre;has aproximadas - revisar con esquemas de marcos lucero;
Orden de Trabajo;2019-11-28;OT - 478;LA GAMA;Pulverización Terrestre;solo cabeceras - ver has aprox- revisar con marcos lucero;
Orden de Trabajo;2019-11-28;OT - 479;LA GAMA;Pulverización Terrestre;repasos de fallas - ver esquema de marcos lucero;
Orden de Trabajo;2019-11-28;OT - 480;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-30;OT - 488;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 9W- SECTOR NORTE-siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 489;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 9W- SECTOR SUR-siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 490;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 9E- SECTOR SUR-siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 491;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 9E- SECTOR NORTE-siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 492;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 4N- SECTOR OESTE-siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 493;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 4N- SECTOR ESTE-siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 494;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 495;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-30;OT - 496;LA GAMA;Siembra De Grano Grueso Con Fertilización;siembra variable. completar con densidades que se usaron al terminar el trabajo.;
Orden de Trabajo;2019-11-25;OT - 497;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-25;OT - 498;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-25;OT - 499;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-25;OT - 500;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-25;OT - 501;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-11-02;OT - 502;LA GAMA;Resiembra;DENSIDAD DE SIEMBRA 48000 SEMILLAS/HA. REVISAR DENSIDADES VARIABLES QUE LUCERO CARGUE EN LAS MAQUINAS SEMBRADORAS. SEMBRAR TESTIGO INDIGO - VER CON AUGUSTO.;
Orden de Trabajo;2019-12-05;OT - 507;LA GAMA;Pulverización Terrestre;fraccion oeste del lote - ver esquema- tener en cuenta condiciones climaticas;
Orden de Trabajo;2019-12-06;OT - 508;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-12-10;OT - 515;LA GAMA;Resiembra;;
Orden de Trabajo;2019-12-12;OT - 521;LA GAMA;Pulverización Terrestre;CAUDAL DE AGUA 80/90 LTS/HA -  GOTA FINA - PRESION MEDIA ALTA - SIN VIENTO - URGENTE - POR FAVOR CONTROLAR ARMADO DE CALDO, CONDICIONES Y LA APLICACION COMPLETA.;
Orden de Trabajo;2019-12-12;OT - 522;LA GAMA;Pulverización Terrestre;CAUDAL DE AGUA 100 LTS/HA - GOTA FINA - PRESION MEDIA ALTA - SIN VIENTO - URGENTE - POR FAVOR CONTROLAR ARMADO DE CALDO, CONDICIONES Y LA APLICACION COMPLETA.;
Orden de Trabajo;2019-12-12;OT - 523;LA GAMA;Pulverización Terrestre;CAUDAL DE AGUA 100 LTS/HA - GOTA FINA - PRESION MEDIA ALTA - SIN VIENTO - URGENTE - POR FAVOR CONTROLAR ARMADO DE CALDO, CONDICIONES Y LA APLICACION COMPLETA.;
Orden de Trabajo;2019-12-12;OT - 524;LA GAMA;Pulverización Terrestre;sector recuperado;
Orden de Trabajo;2019-12-12;OT - 525;LA GAMA;Pulverización Terrestre;sector recuperado;
Orden de Trabajo;2019-12-12;OT - 526;LA GAMA;Pulverización Terrestre;CAUDAL DE AGUA 100 LTS/HA - GOTA FINA - PRESION MEDIA ALTA - BUENAS CONDICIONES - POR FAVOR ESTAR PRESENTE EN EL ARMADO DE CALDO - VER ESQUEMA DE ZONAS A APLICAR - CABECERAS/MONTES/LOMAS.;
Orden de Trabajo;2019-12-12;OT - 527;LA GAMA;Pulverización Terrestre;VER ESQUEMAS DE APLICACION - ESTAR PRESENTE EN EL ARMADO DE CALDO - CONTROLAR CONDICIONES;
Orden de Trabajo;2019-12-13;OT - 528;LA GAMA;Pulverización Terrestre;lote 9W - cabeceras indicadas - ver imagen;
Orden de Trabajo;2019-12-12;OT - 529;LA GAMA;Pulverización Terrestre;VER ESQUEMAS DE APLICACION - ESTAR PRESENTE EN EL ARMADO DE CALDO - CONTROLAR CONDICIONES;
Orden de Trabajo;2019-12-13;OT - 530;LA GAMA;Pulverización Terrestre;ESTAR PRESENTE CON EL ARMADO DE CALDO - OBSERVAR TODAS LAS CONDICIONES DE APLICACION - EN PREEMERGENCIA DE MAIZ;
Orden de Trabajo;2019-12-13;OT - 531;LA GAMA;Siembra De Grano Grueso Sin Fertilización;empezar con 1833 vyhr y cuando se acabe completar con 1778 - completar con las bolsas utilizadas;
Orden de Trabajo;2019-12-14;OT - 532;LA GAMA;Pulverización Terrestre;benazolin 0,5 lts/ha en CABECERA SOLAMENTE;
Orden de Trabajo;2019-12-14;OT - 533;LA GAMA;Pulverización Terrestre;BENAZOLIN 0,5/LTS EN CABCERA;
Orden de Trabajo;2019-12-14;OT - 534;LA GAMA;Pulverización Terrestre;benazolin 0,5 lts/ha  solo en cabecera;
Orden de Trabajo;2019-12-13;OT - 598;LA GAMA;Pulverización Terrestre;ESTAR PRESENTE CON EL ARMADO DE CALDO - OBSERVAR TODAS LAS CONDICIONES DE APLICACION - EN PREEMERGENCIA DE MAIZ;
Orden de Trabajo;2020-01-04;OT - 599;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-01-04;OT - 600;LA GAMA;Pulverización Terrestre;Costas, franja y cabeceras. Acordado con Augusto;
Orden de Trabajo;2020-01-04;OT - 601;LA GAMA;Pulverización Terrestre;Repaso sectores acordados con Augusto (ver imagen);
Orden de Trabajo;2020-01-04;OT - 602;LA GAMA;Pulverización Terrestre;Repaso sectores acordados con Augusto (ver imagen);
Orden de Trabajo;2020-01-04;OT - 603;LA GAMA;Pulverización Terrestre;Repaso costas y franjas acordadas con Augusto;
Orden de Trabajo;2020-01-04;OT - 604;LA GAMA;Pulverización Terrestre;Costas, franja y cabeceras. Acordado con Augusto;
Orden de Trabajo;2020-01-04;OT - 605;LA GAMA;Pulverización Terrestre;Costas, franja y cabeceras. Acordado con Augusto;
Orden de Trabajo;2020-01-06;OT - 607;LA GAMA;Fertilizacion Terrestre;149 lts/ha;
Orden de Trabajo;2020-01-06;OT - 608;LA GAMA;Fertilizacion Terrestre;112 lts/ha;
Orden de Trabajo;2020-01-06;OT - 609;LA GAMA;Fertilizacion Terrestre;137 lts/ha - sector no fertilizado a la siembra con urea ;
Orden de Trabajo;2020-01-06;OT - 610;LA GAMA;Fertilizacion Terrestre;124 lts/ha - sector no fertilizado a la siembra con urea;
Orden de Trabajo;2020-01-06;OT - 611;LA GAMA;Fertilizacion Terrestre;149 lts/ha;
Orden de Trabajo;2020-01-06;OT - 612;LA GAMA;Fertilizacion Terrestre;112 lts/ha;
Orden de Trabajo;2020-01-18;OT - 639;LA GAMA;Pulverización Terrestre;sector a repasar;
Orden de Trabajo;2020-01-18;OT - 640;LA GAMA;Pulverización Terrestre;sector a repasar;
Orden de Trabajo;2020-01-18;OT - 647;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2020-01-23;OT - 667;LA GAMA;Pulverización Terrestre;repaso;
Orden de Trabajo;2020-01-29;OT - 671;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-01-29;OT - 672;LA GAMA;Pulverización Terrestre;si hay stock agregar aceite;
Orden de Trabajo;2020-01-31;OT - 673;LA GAMA;Pulverización Terrestre;abamectina 3.6;
Orden de Trabajo;2020-01-31;OT - 674;LA GAMA;Pulverización Terrestre;abamectina 3.6;
Orden de Trabajo;2020-01-31;OT - 675;LA GAMA;Pulverización Terrestre;abamectina 3.6 - monitorear presencia de arañuela;
Orden de Trabajo;2020-01-31;OT - 676;LA GAMA;Pulverización Terrestre;abamectina 3.6 - monitorear presencia de arañuela;
Orden de Trabajo;2020-03-07;OT - 718;LA GAMA;Pulverización Terrestre;velocidad no exceda 9 km/hr - caudal de agua 80-100 lt/ha;
Orden de Trabajo;2020-03-13;OT - 720;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-03-13;OT - 731;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-03-13;OT - 732;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-03-29;OT - 734;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-03-29;OT - 735;LA GAMA;Pulverización Terrestre;ver imagen - 200 has en el sector;
Orden de Trabajo;2020-04-04;OT - 736;LA GAMA;Pulverización Terrestre;ver - 200 has en el sector;
Orden de Trabajo;2020-05-01;OT - 740;LA GAMA;Cobertura por Voleo;SECTOR OESTE. costa norte 1 pasada / costa oeste 2 pasadas / costa sur 1 pasada/ costa este 2 pasadas.;
Orden de Trabajo;2020-05-01;OT - 741;LA GAMA;Siembra por Voleo;SECTOR ESTE. costa norte 1 pasada / costa oeste 2 pasadas / costa sur 1 pasada/ costa este 1 pasadas.;
Orden de Trabajo;2020-05-01;OT - 742;LA GAMA;Siembra por Voleo;VUELTA ALREDEDOR DEL LOTE / 2 pasadas;
Orden de Trabajo;2020-05-01;OT - 743;LA GAMA;Siembra por Voleo;ver detalle;
Orden de Trabajo;2020-05-01;OT - 744;LA GAMA;Siembra por Voleo;SECTOR OESTE. costa norte 1 pasada / costa oeste 1 pasadas / costa sur 1 pasada/ costa este 1 pasadas.;
Orden de Trabajo;2020-05-01;OT - 745;LA GAMA;Siembra por Voleo;SECTOR ESTE. costa norte 1 pasada / costa oeste 1 pasadas / costa sur 1 pasada/ costa este 3 pasadas.;
Orden de Trabajo;2020-05-01;OT - 746;LA GAMA;Siembra por Voleo;costa norte 1 pasada / costa oeste 2 pasadas / costa sur 1 pasada/ costa este 1 pasadas/ medano central 1 pasada.;
Orden de Trabajo;2020-05-01;OT - 747;LA GAMA;Siembra por Voleo;dos pasadas sector oeste;
Orden de Trabajo;2020-05-01;OT - 748;LA GAMA;Siembra por Voleo;costa norte 1 pasada / costa oeste 1 pasadas / costa sur 1 pasada/ costa este 2 pasadas.;
Orden de Trabajo;2020-05-01;OT - 749;LA GAMA;Siembra por Voleo;costa norte 1 pasada / costa oeste 1 pasadas / costa sur 1 pasada/ costa este 2 pasadas.;
Orden de Trabajo;2020-05-01;OT - 750;LA GAMA;Siembra por Voleo;costa norte 1 pasada / costa oeste 1 pasadas / no pasar en costa sur y este.;
Orden de Trabajo;2020-10-06;OT - 768;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 769;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 770;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 771;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 772;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 773;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 774;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 822;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 823;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 825;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 826;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 827;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-06;OT - 828;LA GAMA;Pulverización Terrestre;completr con lo utilizado;
Orden de Trabajo;2020-10-06;OT - 829;LA GAMA;Pulverización Terrestre;completr con lo utilizado;
Orden de Trabajo;2020-10-06;OT - 830;LA GAMA;Pulverización Terrestre;completr con lo utilizado;
Orden de Trabajo;2020-10-06;OT - 831;LA GAMA;Pulverización Terrestre;completr con lo utilizado;
Orden de Trabajo;2020-10-20;OT - 832;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 833;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 834;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 835;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 836;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 837;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 838;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-10-20;OT - 839;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-01;OT - 871;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2020-11-01;OT - 872;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2020-11-01;OT - 873;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2020-11-01;OT - 874;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2020-11-01;OT - 875;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2020-11-01;OT - 876;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2020-11-17;OT - 878;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-28;OT - 879;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-28;OT - 880;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-28;OT - 881;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-10;OT - 882;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-10;OT - 883;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-10;OT - 884;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-10;OT - 885;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-10;OT - 886;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-11;OT - 888;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-11;OT - 889;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-11;OT - 890;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-01;OT - 891;LA GAMA;Siembra De Grano Grueso Sin Fertilización;;
Orden de Trabajo;2020-11-01;OT - 892;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con variedad e inocluante utilizado;
Orden de Trabajo;2020-11-01;OT - 893;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con variedad e inocluante utilizado;
Orden de Trabajo;2020-11-01;OT - 894;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con variedad e inocluante utilizado;
Orden de Trabajo;2020-11-25;OT - 895;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 896;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 897;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 898;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 899;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 900;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 901;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 902;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-25;OT - 903;LA GAMA;Siembra De Grano Grueso Sin Fertilización;completar con el hibrido utilizado;
Orden de Trabajo;2020-11-15;OT - 904;LA GAMA;Siembra De Grano Grueso Con Fertilización;aclarar hibrido sembrado. detallar si se utilizo concept y urea.;
Orden de Trabajo;2020-11-15;OT - 905;LA GAMA;Siembra De Grano Grueso Con Fertilización;aclarar hibrido sembrado. detallar si se utilizo concept y urea.;
Orden de Trabajo;2020-11-15;OT - 906;LA GAMA;Siembra De Grano Grueso Con Fertilización;aclarar hibrido sembrado. detallar si se utilizo concept y urea.;
Orden de Trabajo;2020-11-15;OT - 907;LA GAMA;Siembra De Grano Grueso Con Fertilización;aclarar hibrido sembrado. detallar si se utilizo concept y urea.;
Orden de Trabajo;2020-10-06;OT - 919;LA GAMA;Pulverización Terrestre;completar con lo utilizado - ot correspondiente a barbecho;
Orden de Trabajo;2020-11-28;OT - 921;LA GAMA;Pulverización Terrestre;completar con lo utilizado real - ot correspondiente a preemerg;
Orden de Trabajo;2020-11-28;OT - 922;LA GAMA;Pulverización Terrestre;completar con lo utilizado real - ot correspondiente a preemerg;
