Documento;Fecha;Doc.-nro. interno;Establecimiento;Labor;Descripción;Fechaejecucion
Orden de Trabajo de Cosecha;2025-06-30;OTCOS - 582;LOS RULOS - INTI;Cosecha Algodón;;2025-07-07
Orden de Trabajo de Cosecha;2025-06-30;OTCOS - 583;LOS RULOS - INTI;Cosecha Algodón;;2025-07-07
Orden de Trabajo de Cosecha;2019-04-10;OTCOS - 2;LOS SOLES;Cosecha Gruesa;;
Orden de Trabajo de Cosecha;2019-11-30;OTCOS - 82;LOS SOLES;Cosecha Fina;;
Orden de Trabajo de Cosecha;2020-04-30;OTCOS - 118;LOS SOLES;Cosecha Gruesa;;
Orden de Trabajo de Cosecha;2021-06-20;OTCOS - 228;LOS SOLES;Cosecha Gruesa;;
Orden de Trabajo de Cosecha;2022-04-06;OTCOS - 281;LOS SOLES;Cosecha Gruesa;;
Orden de Trabajo de Cosecha;2023-05-03;OTCOS - 374;LOS SOLES;Cosecha Gruesa;;2023-05-03
Orden de Trabajo de Cosecha;2024-05-04;OTCOS - 459;LOS SOLES;Cosecha Gruesa Soja ;;2024-05-04
Orden de Trabajo de Cosecha;2024-12-09;OTCOS - 523;LOS SOLES;Cosecha Fina;;2024-12-09
Orden de Trabajo de Cosecha;2025-05-26;OTCOS - 559;LOS SOLES;Cosecha Gruesa Soja ;;2025-05-26
Orden de Trabajo de Cosecha;2025-04-28;OTCOS - 542;POCHO;Cosecha Gruesa;;2025-04-28
Orden de Trabajo de Cosecha;2025-05-10;OTCOS - 555;POCHO;Cosecha Gruesa;;2025-05-10
Orden de Trabajo de Cosecha;2025-07-01;OTCOS - 585;POCHO;Cosecha Gruesa Maíz ;;2025-07-01
Orden de Trabajo de Cosecha;2025-07-01;OTCOS - 586;POCHO;Cosecha Gruesa Maíz ;;2025-07-01
Orden de Trabajo General;2024-08-31;OTG - 26;IZQUIERDO SRL-INTI;Doble Accion (superficie);CABECERAS DE LOS LOTES 2 Y 4, MAS UN MANCHON DEL LOTE 2 CON MATAS DE GRAMINEAS /// AJUSTAR SUPERFICIE FINAL REALIZADA;2024-08-31
Orden de Trabajo General;2019-11-27;OTG - 1;LA GAMA;Rolo;310 has de labor;
Orden de Trabajo General;2020-11-01;OTG - 3;LA GAMA;Doble Accion (superficie);LOTE 1 Y 2;
Orden de Trabajo General;2021-01-15;OTG - 4;LA GAMA;Desmalezado a mano;lote 15/13/6/9 - sup total 508.6 has;
Orden de Trabajo General;2023-10-03;OTG - 18;LA GAMA;Carpidor;LOTES A PASAR CARPITEC: 1/2 - 611,70 HAS - COMPLETAR HAS TOTALES;2023-10-03
Orden de Trabajo General;2023-10-03;OTG - 19;LA GAMA;Carpidor;LOTES A PASAR CARPITEC: 4/5/6/7/9/10/12/15/16/17/18 797 HAS - COMPLETAR HAS TOTALES;2023-10-03
Orden de Trabajo General;2023-10-03;OTG - 20;LA GAMA;Rolo;LOTES A ROLEAR CAÑA GIRASOL: 11W/14/10S 554 HAS - COMPLETAR HAS TOTALES;2023-10-03
Orden de Trabajo General;2023-10-04;OTG - 21;LA GAMA;Rolo;SUPERFICIE PARA ROLEAR CAÑA GIRASOL DE LOS LOTES 4NW/5/6/7/9E/9W TOTAL 663 HAS, COMPLETAR HECTAREAS TOTALES;2023-10-04
Orden de Trabajo General;2024-10-18;OTG - 29;LA GAMA;Pulverización Terrestre;;2024-10-18
Orden de Trabajo General;2024-11-01;OTG - 30;LA GAMA;Siembra De Grano Grueso Sin Fertilización;;2024-11-01
Orden de Trabajo General;2024-11-15;OTG - 31;LA GAMA;Pulverización Terrestre;;2024-11-15
Orden de Trabajo General;2024-11-13;OTG - 33;LA GAMA;Pulverización Aerea;;2024-11-13
